
######################################################################
## FlatScanBenchmark
######################################################################
Started FlatScanBenchmark at 2026-06-23 19:13:49 UTC
---- Out-of-the-box (all cores) ----
Downloading: https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2025-01.parquet
  Downloaded: 59158238 bytes
Downloading: https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2025-02.parquet
  Downloaded: 60343086 bytes
Downloading: https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2025-03.parquet
  Downloaded: 69964745 bytes
Downloading: https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2025-04.parquet
  Downloaded: 67352824 bytes
Downloading: https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2025-05.parquet
  Downloaded: 77837865 bytes
Downloading: https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2025-06.parquet
  Downloaded: 73542954 bytes
Downloading: https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2025-07.parquet
  Downloaded: 66943728 bytes
Downloading: https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2025-08.parquet
  Downloaded: 62293743 bytes
Downloading: https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2025-09.parquet
  Downloaded: 72432945 bytes
Downloading: https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2025-10.parquet
  Downloaded: 75267589 bytes
Downloading: https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2025-11.parquet
  Downloaded: 71134255 bytes
Downloading: https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2025-12.parquet
  Downloaded: 73701327 bytes
Run params: 48,722,602 rows, 830.0 MB, Java 25 (Eclipse Adoptium) (2025-01–2025-12)
# JMH version: 1.37
# VM version: JDK 25, OpenJDK 64-Bit Server VM, 25+36-LTS
# VM invoker: /home/build/.sdkman/candidates/java/25-tem/bin/java
# VM options: --add-opens=java.base/java.nio=ALL-UNNAMED --enable-native-access=ALL-UNNAMED --sun-misc-unsafe-memory-access=allow -Dperf.results=target/bench-throughput-FlatScanBenchmark.tsv -Dperf.pass=unpinned -Dperf.forks=5 -Dperf.meas=10 -Dperf.include=hardwood|parquetJava|avroParquetReaderNamed|avroParquetReaderIndexed -Dperf.pass=unpinned
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 3 iterations, 2 s each
# Measurement: 10 iterations, 2 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.hardwood.benchmarks.FlatScanBenchmark.avroParquetReaderIndexed

# Run progress: 0.00% complete, ETA 00:13:00
# Fork: 1 of 5
# Warmup Iteration   1: 31256.921 ms/op
# Warmup Iteration   2: 30500.472 ms/op
# Warmup Iteration   3: 30499.188 ms/op
Iteration  10: 34008.415 ms/op

# Run progress: 30.00% complete, ETA 02:26:51
# Fork: 5 of 5
# Warmup Iteration   1: 34815.869 ms/op
# Warmup Iteration   2: 34056.804 ms/op
# Warmup Iteration   3: 34084.228 ms/op
Iteration   1: 34046.870 ms/op
Iteration   2: 34078.745 ms/op
Iteration   3: 33993.388 ms/op
Iteration   4: 33898.687 ms/op
Iteration   5: 33887.375 ms/op
Iteration   6: 33904.225 ms/op
Iteration   7: 33876.843 ms/op
Iteration   8: 34175.329 ms/op
Iteration   9: 34026.342 ms/op
Iteration  10: 34113.639 ms/op


Result "dev.hardwood.benchmarks.FlatScanBenchmark.avroParquetReaderNamed":
  34083.625 ±(99.9%) 85.016 ms/op [Average]
  (min, avg, max) = (33756.236, 34083.625, 34488.080), stdev = 171.737
  CI (99.9%): [33998.608, 34168.641] (assumes normal distribution)


# JMH version: 1.37
# VM version: JDK 25, OpenJDK 64-Bit Server VM, 25+36-LTS
# VM invoker: /home/build/.sdkman/candidates/java/25-tem/bin/java
# VM options: --add-opens=java.base/java.nio=ALL-UNNAMED --enable-native-access=ALL-UNNAMED --sun-misc-unsafe-memory-access=allow -Dperf.results=target/bench-throughput-FlatScanBenchmark.tsv -Dperf.pass=unpinned -Dperf.forks=5 -Dperf.meas=10 -Dperf.include=hardwood|parquetJava|avroParquetReaderNamed|avroParquetReaderIndexed -Dperf.pass=unpinned
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 3 iterations, 2 s each
# Measurement: 10 iterations, 2 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.hardwood.benchmarks.FlatScanBenchmark.hardwoodColumnar

# Run progress: 33.33% complete, ETA 02:20:39
# Fork: 1 of 5
# Warmup Iteration   1: Jun 23, 2026 8:24:39 PM dev.hardwood.internal.encoding.simd.VectorSupport <clinit>
INFO: SIMD support: disabled (Vector API not available: jdk/incubator/vector/IntVector)
4085.668 ms/op
# Warmup Iteration   2: 2991.217 ms/op
# Warmup Iteration   3: 3145.745 ms/op
Iteration   1: 3027.484 ms/op
Iteration   2: 2896.819 ms/op
Iteration   3: 3096.083 ms/op
Iteration   4: 2910.582 ms/op
Iteration   5: 2902.373 ms/op
Iteration   6: 2893.907 ms/op
Iteration   7: 2940.998 ms/op
Iteration   8: 2808.892 ms/op
Iteration   9: 3006.527 ms/op
Iteration  10: 2846.857 ms/op

# Run progress: 36.67% complete, ETA 02:02:38
# Fork: 2 of 5
# Warmup Iteration   1: Jun 23, 2026 8:25:20 PM dev.hardwood.internal.encoding.simd.VectorSupport <clinit>
INFO: SIMD support: disabled (Vector API not available: jdk/incubator/vector/IntVector)
3977.828 ms/op
# Warmup Iteration   2: 3066.026 ms/op
# Warmup Iteration   3: 3087.700 ms/op
Iteration   1: 3156.241 ms/op
Iteration   2: 3010.883 ms/op
Iteration   3: 3004.841 ms/op
Iteration   4: 2902.424 ms/op
Iteration   5: 3018.982 ms/op
Iteration   6: 2949.505 ms/op
Iteration   7: 2960.260 ms/op
Iteration   8: 2967.124 ms/op
Iteration   9: 3052.760 ms/op
Iteration  10: 2951.539 ms/op

# Run progress: 40.00% complete, ETA 01:47:31
# Fork: 3 of 5
# Warmup Iteration   1: Jun 23, 2026 8:26:00 PM dev.hardwood.internal.encoding.simd.VectorSupport <clinit>
INFO: SIMD support: disabled (Vector API not available: jdk/incubator/vector/IntVector)
3937.097 ms/op
# Warmup Iteration   2: 3200.785 ms/op
# Warmup Iteration   3: 3040.076 ms/op
Iteration   1: 2996.562 ms/op
Iteration   2: 3058.082 ms/op
Iteration   3: 2960.519 ms/op
Iteration   4: 3027.985 ms/op
Iteration   5: 2945.518 ms/op
Iteration   6: 3061.426 ms/op
Iteration   7: 2915.474 ms/op
Iteration   8: 3039.972 ms/op
Iteration   9: 2947.738 ms/op
Iteration  10: 2979.176 ms/op

# Run progress: 43.33% complete, ETA 01:34:38
# Fork: 4 of 5
# Warmup Iteration   1: Jun 23, 2026 8:26:41 PM dev.hardwood.internal.encoding.simd.VectorSupport <clinit>
INFO: SIMD support: disabled (Vector API not available: jdk/incubator/vector/IntVector)
4043.637 ms/op
# Warmup Iteration   2: 2922.755 ms/op
# Warmup Iteration   3: 3207.046 ms/op
Iteration   1: 3128.452 ms/op
Iteration   2: 3038.054 ms/op
Iteration   3: 3056.452 ms/op
Iteration   4: 3055.244 ms/op
Iteration   5: 3064.636 ms/op
Iteration   6: 2940.429 ms/op
Iteration   7: 2907.978 ms/op
Iteration   8: 2865.892 ms/op
Iteration   9: 2960.222 ms/op
Iteration  10: 3006.136 ms/op

# Run progress: 46.67% complete, ETA 01:23:29
# Fork: 5 of 5
# Warmup Iteration   1: Jun 23, 2026 8:27:22 PM dev.hardwood.internal.encoding.simd.VectorSupport <clinit>
INFO: SIMD support: disabled (Vector API not available: jdk/incubator/vector/IntVector)
3946.385 ms/op
# Warmup Iteration   2: 3178.143 ms/op
# Warmup Iteration   3: 3158.023 ms/op
Iteration   1: 3193.672 ms/op
Iteration   2: 3076.767 ms/op
Iteration   3: 3080.509 ms/op
Iteration   4: 3057.943 ms/op
Iteration   5: 3114.018 ms/op
Iteration   6: 3030.464 ms/op
Iteration   7: 3038.438 ms/op
Iteration   8: 2981.589 ms/op
Iteration   9: 3082.697 ms/op
Iteration  10: 3041.354 ms/op


Result "dev.hardwood.benchmarks.FlatScanBenchmark.hardwoodColumnar":
  2999.170 ±(99.9%) 39.977 ms/op [Average]
  (min, avg, max) = (2808.892, 2999.170, 3193.672), stdev = 80.756
  CI (99.9%): [2959.192, 3039.147] (assumes normal distribution)


# JMH version: 1.37
# VM version: JDK 25, OpenJDK 64-Bit Server VM, 25+36-LTS
# VM invoker: /home/build/.sdkman/candidates/java/25-tem/bin/java
# VM options: --add-opens=java.base/java.nio=ALL-UNNAMED --enable-native-access=ALL-UNNAMED --sun-misc-unsafe-memory-access=allow -Dperf.results=target/bench-throughput-FlatScanBenchmark.tsv -Dperf.pass=unpinned -Dperf.forks=5 -Dperf.meas=10 -Dperf.include=hardwood|parquetJava|avroParquetReaderNamed|avroParquetReaderIndexed -Dperf.pass=unpinned
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 3 iterations, 2 s each
# Measurement: 10 iterations, 2 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.hardwood.benchmarks.FlatScanBenchmark.hardwoodRowReaderIndexed

# Run progress: 50.00% complete, ETA 01:13:44
# Fork: 1 of 5
# Warmup Iteration   1: Jun 23, 2026 8:28:04 PM dev.hardwood.internal.encoding.simd.VectorSupport <clinit>
INFO: SIMD support: disabled (Vector API not available: jdk/incubator/vector/IntVector)
4022.387 ms/op
# Warmup Iteration   2: 3561.401 ms/op
# Warmup Iteration   3: 3296.350 ms/op
Iteration   1: 3341.814 ms/op
Iteration   2: 3278.051 ms/op
Iteration   3: 3321.013 ms/op
Iteration   4: 3359.841 ms/op
Iteration   5: 3462.186 ms/op
Iteration   6: 3209.768 ms/op
Iteration   7: 3203.197 ms/op
Iteration   8: 3245.915 ms/op
Iteration   9: 3312.474 ms/op
Iteration  10: 3463.298 ms/op

# Run progress: 53.33% complete, ETA 01:05:10
# Fork: 2 of 5
# Warmup Iteration   1: Jun 23, 2026 8:28:49 PM dev.hardwood.internal.encoding.simd.VectorSupport <clinit>
INFO: SIMD support: disabled (Vector API not available: jdk/incubator/vector/IntVector)
4124.007 ms/op
# Warmup Iteration   2: 3235.560 ms/op
# Warmup Iteration   3: 3391.627 ms/op
Iteration   1: 3345.841 ms/op
Iteration   2: 3287.780 ms/op
Iteration   3: 3323.176 ms/op
Iteration   4: 3213.951 ms/op
Iteration   5: 3134.060 ms/op
Iteration   6: 3251.283 ms/op
Iteration   7: 3357.241 ms/op
Iteration   8: 3310.361 ms/op
Iteration   9: 3118.261 ms/op
Iteration  10: 3208.441 ms/op

# Run progress: 56.67% complete, ETA 00:57:31
# Fork: 3 of 5
# Warmup Iteration   1: Jun 23, 2026 8:29:33 PM dev.hardwood.internal.encoding.simd.VectorSupport <clinit>
INFO: SIMD support: disabled (Vector API not available: jdk/incubator/vector/IntVector)
3986.580 ms/op
# Warmup Iteration   2: 3297.966 ms/op
# Warmup Iteration   3: 3420.578 ms/op
Iteration   1: 3359.366 ms/op
Iteration   2: 3330.060 ms/op
Iteration   3: 3318.335 ms/op
Iteration   4: 3137.366 ms/op
Iteration   5: 3287.113 ms/op
Iteration   6: 3233.774 ms/op
Iteration   7: 3235.778 ms/op
Iteration   8: 3251.269 ms/op
Iteration   9: 3155.778 ms/op
Iteration  10: 3454.170 ms/op

# Run progress: 60.00% complete, ETA 00:50:38
# Fork: 4 of 5
# Warmup Iteration   1: Jun 23, 2026 8:30:17 PM dev.hardwood.internal.encoding.simd.VectorSupport <clinit>
INFO: SIMD support: disabled (Vector API not available: jdk/incubator/vector/IntVector)
4066.760 ms/op
# Warmup Iteration   2: 3350.550 ms/op
# Warmup Iteration   3: 3405.090 ms/op
Iteration   1: 3310.579 ms/op
Iteration   2: 3281.030 ms/op
Iteration   3: 3057.851 ms/op
Iteration   4: 3417.210 ms/op
Iteration   5: 3142.998 ms/op
Iteration   6: 3307.213 ms/op
Iteration   7: 3173.071 ms/op
Iteration   8: 3242.986 ms/op
Iteration   9: 3282.034 ms/op
Iteration  10: 3061.179 ms/op

# Run progress: 63.33% complete, ETA 00:44:24
# Fork: 5 of 5
# Warmup Iteration   1: Jun 23, 2026 8:31:01 PM dev.hardwood.internal.encoding.simd.VectorSupport <clinit>
INFO: SIMD support: disabled (Vector API not available: jdk/incubator/vector/IntVector)
4025.091 ms/op
# Warmup Iteration   2: 3258.870 ms/op
# Warmup Iteration   3: 3274.649 ms/op
Iteration   1: 3212.979 ms/op
Iteration   2: 3225.593 ms/op
Iteration   3: 3149.822 ms/op
Iteration   4: 3066.423 ms/op
Iteration   5: 3337.805 ms/op
Iteration   6: 3169.867 ms/op
Iteration   7: 3110.638 ms/op
Iteration   8: 3397.106 ms/op
Iteration   9: 3128.690 ms/op
Iteration  10: 3183.812 ms/op


Result "dev.hardwood.benchmarks.FlatScanBenchmark.hardwoodRowReaderIndexed":
  3255.397 ±(99.9%) 51.147 ms/op [Average]
  (min, avg, max) = (3057.851, 3255.397, 3463.298), stdev = 103.319
  CI (99.9%): [3204.250, 3306.544] (assumes normal distribution)


# JMH version: 1.37
# VM version: JDK 25, OpenJDK 64-Bit Server VM, 25+36-LTS
# VM invoker: /home/build/.sdkman/candidates/java/25-tem/bin/java
# VM options: --add-opens=java.base/java.nio=ALL-UNNAMED --enable-native-access=ALL-UNNAMED --sun-misc-unsafe-memory-access=allow -Dperf.results=target/bench-throughput-FlatScanBenchmark.tsv -Dperf.pass=unpinned -Dperf.forks=5 -Dperf.meas=10 -Dperf.include=hardwood|parquetJava|avroParquetReaderNamed|avroParquetReaderIndexed -Dperf.pass=unpinned
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 3 iterations, 2 s each
# Measurement: 10 iterations, 2 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.hardwood.benchmarks.FlatScanBenchmark.hardwoodRowReaderNamed

# Run progress: 66.67% complete, ETA 00:38:42
# Fork: 1 of 5
# Warmup Iteration   1: Jun 23, 2026 8:31:44 PM dev.hardwood.internal.encoding.simd.VectorSupport <clinit>
INFO: SIMD support: disabled (Vector API not available: jdk/incubator/vector/IntVector)
18306.151 ms/op
# Warmup Iteration   2: 17613.279 ms/op
# Warmup Iteration   3: 17556.438 ms/op
Iteration   1: 17562.721 ms/op
Iteration   2: 17637.203 ms/op
Iteration   3: 17519.313 ms/op
Iteration   4: 17581.585 ms/op
Iteration   5: 17584.269 ms/op
Iteration   6: 17514.423 ms/op
Iteration   7: 17621.870 ms/op
Iteration   8: 17588.422 ms/op
Iteration   9: 17465.064 ms/op
Iteration  10: 17772.764 ms/op

# Run progress: 70.00% complete, ETA 00:34:49
# Fork: 2 of 5
# Warmup Iteration   1: Jun 23, 2026 8:35:34 PM dev.hardwood.internal.encoding.simd.VectorSupport <clinit>
INFO: SIMD support: disabled (Vector API not available: jdk/incubator/vector/IntVector)
18571.932 ms/op
# Warmup Iteration   2: 17652.739 ms/op
# Warmup Iteration   3: 17659.803 ms/op
Iteration   1: 17699.189 ms/op
Iteration   2: 17664.003 ms/op
Iteration   3: 17650.014 ms/op
Iteration   4: 17554.193 ms/op
Iteration   5: 17552.725 ms/op
Iteration   6: 17462.016 ms/op
Iteration   7: 17664.107 ms/op
Iteration   8: 17563.341 ms/op
Iteration   9: 17785.744 ms/op
Iteration  10: 17751.416 ms/op

# Run progress: 73.33% complete, ETA 00:30:56
# Fork: 3 of 5
# Warmup Iteration   1: Jun 23, 2026 8:39:25 PM dev.hardwood.internal.encoding.simd.VectorSupport <clinit>
INFO: SIMD support: disabled (Vector API not available: jdk/incubator/vector/IntVector)
18451.918 ms/op
# Warmup Iteration   2: 17758.575 ms/op
# Warmup Iteration   3: 17673.969 ms/op
Iteration   1: 17691.689 ms/op
Iteration   2: 17784.564 ms/op
Iteration   3: 17786.391 ms/op
Iteration   4: 17900.323 ms/op
Iteration   5: 17855.220 ms/op
Iteration   6: 17593.637 ms/op
Iteration   7: 17785.559 ms/op
Iteration   8: 17781.338 ms/op
Iteration   9: 17719.311 ms/op
Iteration  10: 17722.845 ms/op

# Run progress: 76.67% complete, ETA 00:27:04
# Fork: 4 of 5
# Warmup Iteration   1: Jun 23, 2026 8:43:17 PM dev.hardwood.internal.encoding.simd.VectorSupport <clinit>
INFO: SIMD support: disabled (Vector API not available: jdk/incubator/vector/IntVector)
18559.294 ms/op
# Warmup Iteration   2: 17670.780 ms/op
# Warmup Iteration   3: 17858.257 ms/op
Iteration   1: 17813.208 ms/op
Iteration   2: 17728.332 ms/op
Iteration   3: 17695.014 ms/op
Iteration   4: 17775.311 ms/op
Iteration   5: 17882.322 ms/op
Iteration   6: 17625.108 ms/op
Iteration   7: 17819.271 ms/op
Iteration   8: 17635.103 ms/op
Iteration   9: 17674.343 ms/op
Iteration  10: 17765.454 ms/op

# Run progress: 80.00% complete, ETA 00:23:12
# Fork: 5 of 5
# Warmup Iteration   1: Jun 23, 2026 8:47:10 PM dev.hardwood.internal.encoding.simd.VectorSupport <clinit>
INFO: SIMD support: disabled (Vector API not available: jdk/incubator/vector/IntVector)
18266.443 ms/op
# Warmup Iteration   2: 17572.644 ms/op
# Warmup Iteration   3: 17483.265 ms/op
Iteration   1: 17641.272 ms/op
Iteration   2: 17476.676 ms/op
Iteration   3: 17408.297 ms/op
Iteration   4: 17552.985 ms/op
Iteration   5: 17643.371 ms/op
Iteration   6: 17523.876 ms/op
Iteration   7: 17510.642 ms/op
Iteration   8: 17351.308 ms/op
Iteration   9: 17318.311 ms/op
Iteration  10: 17383.423 ms/op


Result "dev.hardwood.benchmarks.FlatScanBenchmark.hardwoodRowReaderNamed":
  17640.778 ±(99.9%) 68.511 ms/op [Average]
  (min, avg, max) = (17318.311, 17640.778, 17900.323), stdev = 138.395
  CI (99.9%): [17572.267, 17709.289] (assumes normal distribution)


# JMH version: 1.37
# VM version: JDK 25, OpenJDK 64-Bit Server VM, 25+36-LTS
# VM invoker: /home/build/.sdkman/candidates/java/25-tem/bin/java
